isbn13,isbn10,title,subtitle,authors,thumbnail,description,published_year,average_rating,num_pages,ratings_count,genre_list
9780060765316,0060765313,you: the owner's manual,an insider's guide to the body that will make you healthier and younger,"['michael f roizen', 'mehmet c oz']",http://books.google.com/books/content?id=WMtZ29Fjx2MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Outlines steps to achieving overall physical health, addressing each area of the body in a series of chapters designed to challenge popular myths while informing readers on a range of dietary, exercise, and therapeutic concerns.",2005.0,3.82,417.0,3099.0,"['health', 'fitness']"
9780060766740,0060766743,"the nightmare room, books 1-2-3: the nightmare begins!",,['r.l. stine'],http://books.google.com/books/content?id=R_LRInz7X1QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Presents three stories of teenagers beset by horrible curses and strange powers.,2005.0,3.89,432.0,92.0,['fiction']
9780060773755,0060773758,a quick bite,,['lynsay sands'],http://books.google.com/books/content?id=xIJ5TMzPsHYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"That hot guy tied to Lissianna Argeneau's bed? He's not dessert—he's the main course! Lissianna has been spending her centuries pining for Mr. Right, not just a quick snack, and this sexy guy she finds in her bed looks like he might be a candidate. But there's another, more pressing issue: her tendency to faint at the sight of blood . . . an especially annoying quirk for a vampire. Of course it doesn't hurt that this man has a delicious-looking neck. What kind of cold-blooded vampire woman could resist a bite of that? Dr. Gregory Hewitt recovers from the shock of waking up in a stranger's bedroom pretty quickly—once he sees a gorgeous woman about to treat him to a wild night of passion. But is it possible for the good doctor to find true love with a vampire vixen, or will he be just a good meal? That's a question Dr. Greg might be willing to sink his teeth into . . . if he can just get Lissianna to bite.",2005.0,3.91,360.0,34478.0,['fiction']
9780060775858,0060775858,goodnight moon 60th anniversary edition,,['margaret wise brown'],http://books.google.com/books/content?id=lLYOrikgtJoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In a great green room, tucked away in bed, is a little bunny. ""Goodnight room, goodnight moon."" And to all the familiar things in the softly lit room -- to the picture of the three little bears sitting on chairs, to the clocks and his socks, to themittens and the kittens, toeverything one by one -- the little bunny says goodnight. In this classic of children's literature, beloved by generations of readers and listeners, the quiet poetry of the words and the gentle, lulling illustrations combine to make a perfect book for the end of the day.",2005.0,4.27,32.0,264013.0,['fiction']
9780060778019,0060778016,holy skirts,a novel of a flamboyant woman who risked all for art,['rene steinke'],http://books.google.com/books/content?id=BjP7lwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"No one in 1917 New York had ever encountered a woman like the Bar-oness Elsa von Freytag-Loringhoven -- poet, artist, proto-punk rocker, sexual libertine, fashion avatar, and unrepentant troublemaker. When she wasn't stalking the streets of Greenwich Village wearing a brassiere made from tomato cans, she was enthusiastically declaiming her poems to sailors in beer halls or posing nude for Man Ray or Marcel Duchamp. In an era of brutal war, technological innovation, and cataclysmic change, the Baroness had resolved to create her own destiny -- taking the center of the Dadaist circle, breaking every bond of female propriety . . . and transforming herself into a living, breathing work of art.",2005.0,3.61,384.0,322.0,['fiction']
9780060782139,0060782137,time for kids: butterflies!,,['editors of time for kids'],http://books.google.com/books/content?id=OdZxnI53jj4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Butterflies There are 20,000 different kinds of butterflies in the world. Many have brightly colored wings. But butterflies don't start life as beauties. Every butterfly begins as a tiny egg that hatches into a caterpillar. Then an amazing change takes place. The caterpillar turns into a fluttering butterfly!",2006.0,4.0,32.0,20.0,"['fiction', 'nonfiction']"
9780060786731,0060786736,a false mirror,an inspector ian rutledge mystery,['charles todd'],http://books.google.com/books/content?id=MMG3b9fo-hYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Summoned to a small harbor town by a former trenchmate falsely accused of assaulting an ex-lover's husband, Scotland Yard inspector Ian Rutledge is reminded of an affair from his own past and investigates a bizarre coincidence.",2007.0,4.02,384.0,2354.0,['fiction']
9780060792176,0060792175,everything is illuminated tie-in,a novel,['jonathan safran foer'],http://books.google.com/books/content?id=tsO2vgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"With only a yellowing photograph in hand, a young man -- also named Jonathan Safran Foer -- sets out to find the woman who may or may not have saved his grandfather from the Nazis. Accompanied by an old man haunted by memories of the war; an amorous dog named Sammy Davis, Junior, Junior; and the unforgettable Alex, a young Ukrainian translator who speaks in a sublimely butchered English, Jonathan is led on a quixotic journey over a devastated landscape and into an unexpected past. By turns comic and tragic, but always passionate, wildly inventive, and touched with an indelible humanity, this debut novel is a powerful, deeply felt story of searching: for the past, family, and truth.",2005.0,3.9,276.0,1754.0,['fiction']
9780060792787,0060792787,flight of the nighthawks,book one of the darkwar saga,['raymond e. feist'],http://books.google.com/books/content?id=cMRnRK9KE9wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A new evil threatens Midkemia, its web stretching from the deepest criminal underworld all the way up to the highest seats of power in ancient Kesh. And the Conclave of Shadows, charged unexpectedly with the training of two apprentices, must also best powerful agents of the darkest magic . . . for the fate of two worlds lies in the balance. The New York Times bestselling author and master of fantasy Raymond E. Feist returns to his signature world of Midkemia in this first book in a gripping new trilogy that ushers in the third, and most dramatic, Riftwar yet: the Darkwar. In the middle of the night on Sorcerer's Isle, the powerful sorcerer Pug is awakened from a nightmare that portends destruction for all of Midkemia. Disturbed by the dream, Pug calls for a convening of the Conclave of Shadows. Though Pug does not yet know it, his son Magnus has discovered the cause of Pug's prophetic dream: a beacon has been unleashed, directing a vast army of alien invaders to Midkemia, an army so formidable that even the might of the Tsurani Empire might fall before its fury. Meanwhile, in far Stardock town, two boys are coming of age. But on the dusty path that leads them from home they are thrust by fate into a life undreamed of, becoming enmeshed in intrigue, murder, and treason. Though untrained and unready, they are called upon by the mysterious Conclave to travel deep into the heart of the Empire of Great Kesh, to confront a plot so dark and twisted it will implicate even the highest-ranking nobles of the Empire, even members of the royal family itself. And behind this plot they discover the ancient Brotherhood of Death, the clan of assassins known as the Nighthawks. And Pug will find himself once again facing his old nemesis, the evil wizard formerly known as Sidi, now Leso Varen, in a confrontation with everything at stake: his honor, his life, and the future of Midkemia.",2006.0,3.95,368.0,9378.0,['fiction']
9780060793197,0060793198,the 3-hour diet (tm) on the go (collins gem),,['jorge cruise'],http://books.google.com/books/content?id=xaefjgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"More Than 600 New Options! Imagine eating your favorite foods every 3 hours to finally get the results you've been searching for. NO calorie-counting, NO carb deprivation, and NO skipping sweets. Based on the revolutionary principles of Time-Based Nutrition™, this pocket guidebook will give you the slimming secrets you need to enjoy fast food, restaurant meals, gas station gourmet, and much more! Visit www.3hourdiet.net for your free personalized weight-loss profile.",2005.0,3.08,192.0,30.0,"['health', 'fitness']"
9780060815523,0060815523,the best american crime writing 2006,,"['mark bowden', 'otto penzler', 'thomas h. cook']",http://books.google.com/books/content?id=Ec5HlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A sterling collection of the year's most shocking, compelling, and gripping writing about real-life crime, the 2006 edition of The Best American Crime Writing offers fascinating vicarious journeys into a world of felons and their felonious acts. This thrilling compendium includes: Jeffrey Toobin's eye-opening exposé in The New Yorker about a famous prosecutor who may have put the wrong man on death row Skip Hollandsworth's amazing but true tale of an old cowboy bank robber who turned out to be a ""classic good-hearted Texas woman"" Jimmy Breslin's stellar piece about the end of the Mob as we know it",2006.0,3.99,352.0,200.0,"['crime', 'true crime']"
9780060815912,0060815914,last of the wilds,age of the five trilogy,['trudi canavan'],http://books.google.com/books/content?id=lkQ-lwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"After pitched battle, The White—the avatars of the Five Gods—have briefly turned back the vicious invaders. And now, the priestess Auraya is sent on an urgent mission to reconcile with the powerful, outcast Dreamweavers, for their magical healing abilities may be the key to saving the land. But as a deadly plague devastates their allies and old adversaries resurface, a dreadful surprise may ruin the chance for peace. For Auraya's terrible discovery will force her into a desperate choice—one whose consequences will change the world forever.",2006.0,4.03,576.0,9725.0,['fiction']
9780060816223,0060816228,missing mom,a novel,['joyce carol oates'],http://books.google.com/books/content?id=kIMxjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Nikki Eaton, single, thirty-one, sexually liberated, and economically self-supporting, has never particularly thought of herself as a daughter. Yet, following the unexpected loss of her mother, she undergoes a remarkable transformation during a tumultuous year that brings stunning horror, sorrow, illumination, wisdom, and even—from an unexpected source—a nurturing love.",2006.0,3.54,464.0,3425.0,['fiction']
9780060834821,006083482X,the sheltering sky,,['paul bowles'],,"The Sheltering Sky is a landmark of twentieth-century literature. In this intensely fascinating story, Paul Bowles examines the ways in which Americans' incomprehension of alien cultures leads to the ultimate destruction of those cultures. A story about three American travelers adrift in the cities and deserts of North Africa after World War II, The Sheltering Sky explores the limits of humanity when it touches the unfathomable emptiness and impassive cruelty of the desert. This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more.",2005.0,3.91,313.0,898.0,['fiction']
9780060837167,0060837160,rat bastards,the life and times of south boston's most honorable irish mobster,['john shea'],http://books.google.com/books/content?id=YggEjFQfDisC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"You've met the Italian mob in The Godfather, now welcome to the real-life world of Irish America's own murderous clan of organized crime The man who has remained silent for more than a decade finally speaks, revealing the gritty true story of his life inside the infamous South Boston Irish mob led by the elusive, Machiavellian kingpin Whitey Bulger, who to this day remains on the lam as one of the world's Ten Most Wanted criminals, second only to Osama bin Laden. John ""Red"" Shea was a top lieutenant in the South Boston Irish mob, rising to this position at the age of twenty-one. Thus began his tutelage under the notorious Irish godfather James ""Whitey"" Bulger. An ice-cold enforcer with a legendary red-hot temper, Shea was a legend among his Southie peers in the 1980s. From the first delivery truck he robbed at thirteen to the start of his twelve-year federal sentence for drug trafficking at twenty-seven, Shea was a portrait in American crime -- a terror, brutal and ruthlessly ambitious. Drug dealer, loan shark, money launderer, and multimillion-dollar narcotics kingpin, Shea was at the pinnacle of power -- until the feds came knocking and eventually obliterated the legendary mob in a well-orchestrated sweep of arrests, fueled by insider tips to the FBI and DEA. While Bulger's other top men turned informant to save their own hides, Shea alone kept his code of honor and his mouth shut -- loyalty that earned him a dozen years of hard time even as the man he was protecting turned out to be, himself, a rat. For in the end, in a remarkable show of betrayal, Bulger turned out to be the FBI's ""main man"" and top informant -- tipping off the feds for decades while still managing to operate one of the most murderous and profitable organized crime outfits of all time. In Rat Bastards, Shea brings that mysterious world and gritty urban Irish American street culture into sharp focus by telling his own story -- of his fatherless upbringing, his apprenticeship on the tough streets of Southie, and his love affair with trouble, boxing, and then the gangster life. In prose that is refreshingly honest, personal, and surprisingly tender, Shea tells his harrowing, unflinching, and unapologetic story. A man who did the crime, did the time, and held fast to the Irish code of silence, which he was raised to follow at any cost, Shea remains a man of honor and in doing so has become a living legend. One of the last of a dying breed, a true stand-up guy. Shea expects no forgiveness and makes no excuses for the life he chose. His story is intense, compelling, and in your face.",2006.0,3.51,304.0,34.0,"['biography', 'autobiography']"
9780060837334,0060837330,the last days of henry viii,"conspiracies, treason and heresy at the court of the dying tyrant",['robert hutchinson'],http://books.google.com/books/content?id=acCmQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A blazing narrative history that boldly captures the end of England's most despotic ruler and his court -- a time of murderous conspiracies, terrifying betrayals, and sordid intrigue Henry VIII's crimes against his wives are well documented and have become historical lore. But much less attention has been paid to his monarchy, especially the closing years of his reign. Rich with information including details from new archival material and written with the nail-biting suspense of a modern thriller, The Last Days of Henry VIII offers a superb fresh look at this fascinating figure and new insight into an intriguing chapter in history. Robert Hutchinson paints a brilliant portrait of this egotistical tyrant who governed with a ruthlessness that rivals that of modern dictators; a monarch who had ""no respect or fear of anyone in this world,"" according to the Spanish ambassador to his court. Henry VIII pioneered the modern ""show trial"": cynical propaganda exercises in which the victims were condemned before the proceedings even opened, proving the most powerful men in the land could be brought down overnight. After thirty-five years in power, Henry was a bloated, hideously obese, black-humored old recluse. And despite his having had six wives, the Tudor dynasty rested on the slight shoulders of his only male heir, the nine-year-old Prince Edward -- a situation that spurred rival factions into a deadly conflict to control the throne. The Last Days of Henry VIII is a gripping and compelling history as fascinating and remarkable as its subject.",2005.0,4.14,368.0,1460.0,"['biography', 'autobiography']"
9780060840884,0060840889,hit parade,,['lawrence block'],http://books.google.com/books/content?id=KYR8gZgkECoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Introspective professional assassin John Keller, the anti-hero of Hit Man and Hit List, continues to ponder his life, the ethics of his lethal career, and his possible retirement as he returns in an all-new mystery adventure. 100,000 first printing.",2006.0,3.86,295.0,99.0,['fiction']
9780060844097,0060844094,"a hard day's write, 3e",the stories behind every beatles song,['steve turner'],http://books.google.com/books/content?id=cvp-QQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A lavishly illustrated, rollicking account of the real people and events that inspired the Beatles' lyrics. Who was ""just seventeen"" and made Paul's heart go ""boom""? Was there really an Eleanor Rigby? Where's Penny Lane? In A Hard Day's Write, music journalist Steve Turner shatters many well-worn myths and adds a new dimension to the Fab Four's rich legacy by investigating for the first time the ordinary people and events immortalized in the Beatles' music and now occupying a special niche in popular culture's collective imagination. Arranged chronologically by album, the book breaks new ground by exploring how private incidents influenced the group's writing and how their music evolved. Turner reveals that Lucy in the Sky with Diamonds was really a drawing by Julian Lennon of his childhood friend; Bungalow Bill was an all-American tiger hunter; Doctor Robert was a New York 'speech doctor'; and much more. A longtime Beatles admirer, Turner tracked down and interviewed the real-life subjects of the songs, probed public records and newspaper archives, and spoke in depth to the people closet to the Beatles to unearth tales that have never before been made public. The result is a book that chronicles an untold story of the Beatles themselves. Illustrated with over 200 photographs, A Hard Day's Write is a visually alluring and highly entertaining journey to the land stretching just beneath your conscious mind, mapped out with strawberry fields, fool-topped hills, and long and winding roads.",2005.0,4.18,224.0,152.0,['music']
9780060845247,0060845244,"the lion, the witch and the wardrobe read-aloud edition",,"['c. s. lewis', 'pauline baynes']",http://books.google.com/books/content?id=deiyGRUp6JIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Four English school children enter the magic land of Narnia through the back of a wardrobe and assist Aslan, the golden lion, in defeating the White Witch who has cursed the land with eternal winter.",2005.0,4.21,189.0,56.0,['fiction']
9780060845308,0060845309,"mambo kings play songs of love, the tie-in",a novel,['oscar hijuelos'],http://books.google.com/books/content?id=rL2fOXmLquMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In late 1940s New York City, Cesar and Nestor Castillo, two young Cuban musicians, are dubbed the ""Mambo Kings"" for their talent and rise to superstardom. Reissue. (Tie in to the Broadway musical production, produced by Daryl Roth, opening August 2005) (Historical Fiction)",2005.0,3.68,448.0,126.0,['fiction']
9780060846732,0060846739,sex with the queen,"900 years of vile kings, virile lovers, and passionate politics",['eleanor herman'],http://books.google.com/books/content?id=5GSgQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this follow-up to her bestselling Sex with Kings, Eleanor Herman reveals the truth about what goes on behind the closed door of a queen's boudoir. Impeccably researched, filled with page-turning romance, passion, and scandal, Sex with the Queen explores the scintillating sexual lives of some of our most beloved and infamous female rulers. She was the queen, living in an opulent palace, wearing lavish gowns and dazzling jewels. She was envied, admired, and revered. She was also miserable, having been forced to marry a foreign prince sight unseen, a royal ogre who was sadistic, foaming at the mouth, physically repulsive, mentally incompetent, or sexually impotent—and in some cases all of the above. How did queens find happiness? In courts bristling with testosterone—swashbuckling generals, polished courtiers, and virile cardinals—many royal women had love affairs. Anne Boleyn flirted with courtiers; Catherine Howard slept with one. Henry VIII had both of them beheaded. Catherine the Great had her idiot husband murdered, and ruled the Russian empire with a long list of sexy young favorites. Marie Antoinette fell in love with the handsome Swedish count Axel Fersen, who tried valiantly to rescue her from the guillotine. Empress Alexandra of Russia found emotional solace in the mad monk Rasputin. Her behavior was the spark that set off the firestorm of the Russian revolution. Princess Diana gave up her palace bodyguard to enjoy countless love affairs, which tragically led to her early death. When a queen became sick to death of her husband and took a lover, anything could happen—from disgrace and death to political victory. Some kings imprisoned erring wives for life; other monarchs obligingly named the queen's lover prime minister. The crucial factor deciding the fate of an unfaithful queen was the love affair's implications in terms of power, money, and factional rivalry. At European courts, it was the politics—not the sex—that caused a royal woman's tragedy—or her ultimate triumph.",2006.0,3.91,336.0,3676.0,['history']
9780060852559,0060852550,"animal, vegetable, miracle",a year of food life,"['barbara kingsolver', 'camille kingsolver', 'steven l. hopp']",http://books.google.com/books/content?id=qLkEYjv5BHgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Bestselling author Barbara Kingsolver returns with her first nonfiction narrative that will open your eyes in a hundred new ways to an old truth: You are what you eat. ""As the U.S. population made an unprecedented mad dash for the Sun Belt, one carload of us paddled against the tide, heading for the Promised Land where water falls from the sky and green stuff grows all around. We were about to begin the adventure of realigning our lives with our food chain. ""Naturally, our first stop was to buy junk food and fossil fuel. . . ."" Hang on for the ride: With characteristic poetry and pluck, Barbara Kingsolver and her family sweep readers along on their journey away from the industrial-food pipeline to a rural life in which they vow to buy only food raised in their own neighborhood, grow it themselves, or learn to live without it. Their good-humored search yields surprising discoveries about turkey sex life and overly zealous zucchini plants, en route to a food culture that's better for the neighborhood and also better on the table. Part memoir, part journalistic investigation, Animal, Vegetable, Miracle makes a passionate case for putting the kitchen back at the center of family life and diversified farms at the center of the American diet. ""This is the story of a year in which we made every attempt to feed ourselves animals and vegetables whose provenance we really knew . . . and of how our family was changed by our first year of deliberately eating food produced from the same place where we worked, went to school, loved our neighbors, drank the water, and breathed the air.""",2007.0,4.04,370.0,86130.0,"['biography', 'autobiography']"
9780060853983,0060853980,good omens,"the nice and accurate prophecies of agnes nutter, witch","['neil gaiman', 'terry pratchett']",http://books.google.com/books/content?id=7erEbfDOcgkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"According to The Nice and Accurate Prophecies of Agnes Nutter, Witch (the world's only completely accurate book of prophecies, written in 1655, before she exploded), the world will end on a Saturday. Next Saturday, in fact. Just before dinner. So the armies of Good and Evil are amassing, Atlantis is rising, frogs are falling, tempers are flaring. Everything appears to be going according to Divine Plan. Except a somewhat fussy angel and a fast-living demon—both of whom have lived amongst Earth's mortals since The Beginning and have grown rather fond of the lifestyle—are not actually looking forward to the coming Rapture. And someone seems to have misplaced the Antichrist . . .",2006.0,4.25,412.0,373135.0,['fiction']
9780060854096,006085409X,dates from hell,,"['kim harrison', 'lynsay sands', 'kelley armstrong', 'lori handeland']",http://books.google.com/books/content?id=D07pnQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"She thought her date was out of this world. Actually, he was not of this world . . . We've all been on bad dates, nightmare dates, dreadful experiences that turned out to be uniquely memorable in the very worst way. But at least our partners for these detestable evenings were more or less . . . human! Now Kim Harrison, Lynsay Sands, Kelley Armstrong, and Lori Handeland -- four of the very best writers currently exploring the dangerous seduction of the supernatural -- offer up dating disasters (and unexpected delights) of a completely different sort: dark, wicked, paranormally sensual assignations with werewolves, demon lovers, and the romantically challenged undead. Sexy, witty, chilling, and altogether remarkable, here is proof positive that some love matches are made someplace other than heaven.",2006.0,3.78,416.0,10467.0,['fiction']
9780060854942,0060854944,continental drift,,['russell banks'],http://books.google.com/books/content?id=VDRLPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A powerful literary classic from one of contemporary fiction's most acclaimed and important writers, Russell Banks's Continental Drift is a masterful novel of hope lost and gained, and a gripping, indelible story of fragile lives uprooted and transformed by injustice, disappointment, and the seductions and realities of the American dream.",2007.0,3.87,408.0,2744.0,['fiction']
9780060882600,0060882603,the annotated charlotte's web,,['e. b. white'],http://books.google.com/books/content?id=vaYYHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Charlotte's Web, one of America's best-loved children's books, is seamless in plot, poignant in its delineation of characters who will live in children's literature forever, and written with a seeming ease and fluency that make the reading as engrossing as it is effortless. The Annotated Charlotte's Web opens the door to the creator's workshop and allows the reader to glance over the shoulder of one of the most exacting and fastidious American writers, watching as he forms his masterpiece.",2006.0,4.16,320.0,41.0,"['fiction', 'nonfiction']"
9780060884055,0060884053,how to make money like a porn star,,"['neil strauss', 'bernard chang']",http://books.google.com/books/content?id=y7XAOeCeMcAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Claudia Corvette. From her tousled bedroom hair to her name–all the porn stars in this world take their names from supermodels and sports cars–she is adult entertainment's prototypical femme fatale. Her life is the collision of countless troubled–childhood cliches and grown–up wet dreams, projected onto her as surely as her videos project their blue light onto lonely men around the world. From its first panel, How to Make Money Like a Porn Star draws the reader into the dark world of girls like Claudia, the men who fantasize about them, and the monsters who control them. In the hands of Rolling Stone writer Neil Strauss and illustrator Bernard Chang, this adult graphic novel weaves together black humor and blacker reality. Like all great American stories, it features humble beginnings, life–changing tragedy, stripping, abuse, implants, fame, addiction, bigger implants, abduction, gunplay, downfall, and even bigger implants. Not to mention a thousand shades of latex and L'Oreal. Part parody, part morality tale, here is the truth about the porn life, its outsized visual splendor captured in a comic parade of doe–eyed centerfolds, its essence distilled in a story that will haunt every reader who has ever wondered where his next fantasy is coming from.",2006.0,3.31,128.0,159.0,"['graphic novel', 'comics']"
9780060885373,0060885378,little house in the big woods,,['laura ingalls wilder'],http://books.google.com/books/content?id=7JctNysS3xkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A year in the life of two young girls growing up on the Wisconsin frontier, as they help their mother with the daily chores, enjoy their father's stories and singing, and share special occasions when they get together with relatives or neighbors.",2007.0,4.18,198.0,193862.0,['fiction']
9780060889449,0060889446,pretty things,the last generation of american burlesque queens,['liz goldwyn'],http://books.google.com/books/content?id=2NhyQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Liz Goldwyn's lifelong fascination with the inimitable glamour of classic burlesque inspired her to spend the past eight years corresponding with, visiting, interviewing, receiving striptease lessons from, and forming close relationships with the last generation of the great American burlesque queeens. Goldwyn invites us to step back into an era when the hourglass figure was in vogue and striptease was a true art form. Meet Betty ""Ball of Fire"" Rowland, who was known for her flaming red hair and bump–and–grind routines. (It turns out she once sued the author's grandfather, Samuel Goldwyn Jr., for using her stage name and costume in his Hollywood picture, Ball of Fire.) Meet Sherry Britton, who, with her long black hair and curvy, trim physique, was among the most stunning of the burlesque stars before Mayor LaGuardia outlawed burlesque in New York. Meet Zorita, whose sexually explicit ""Consummation of the Wedding of the Snake"" dance (performed with a live snake) and other daring performances earned her legendary status. Goldwyn draws back the curtain to reveal the personal journeys of yesteryear's icons of female sexuality and power, restoring their legacy to an age that has all but forgotten them–despite today's resurgence of burlesque.",2006.0,4.31,304.0,162.0,"['biography', 'autobiography']"
9780060894085,0060894083,genome,the autobiography of a species in 23 chapters,['matt ridley'],http://books.google.com/books/content?id=h2zcDWshkEkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The genome's been mapped. But what does it mean? Arguably the most significant scientific discovery of the new century, the mapping of the twenty-three pairs of chromosomes that make up the human genome raises almost as many questions as it answers. Questions that will profoundly impact the way we think about disease, about longevity, and about free will. Questions that will affect the rest of your life. Genome offers extraordinary insight into the ramifications of this incredible breakthrough. By picking one newly discovered gene from each pair of chromosomes and telling its story, Matt Ridley recounts the history of our species and its ancestors from the dawn of life to the brink of future medicine. From Huntington's disease to cancer, from the applications of gene therapy to the horrors of eugenics, Matt Ridley probes the scientific, philosophical, and moral issues arising as a result of the mapping of the genome. It will help you understand what this scientific milestone means for you, for your children, and for humankind.",2006.0,4.03,344.0,20077.0,['science']
9780060898656,0060898658,the zero,a novel,['jess walter'],http://books.google.com/books/content?id=x5JrBQ4bfLsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Five days after a terrorist attack decimates his home city, Brian Remy struggles with gaps in his memory pertaining to a self-inflicted gunshot wound, a girlfriend whose name he does not know, and deteriorating eyesight, a situation that is further challenged when he is recruited to gather information for a shadowy intelligence operation. 100,000 first printing.",2006.0,3.5,336.0,1930.0,['fiction']
9780060899226,0060899220,kitchen confidential updated ed,adventures in the culinary underbelly,['anthony bourdain'],http://books.google.com/books/content?id=bxLbZ2kGddIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A deliciously funny, delectably shocking banquet of wild-but-true tales of life in the culinary trade from Chef Anthony Bourdain, laying out his more than a quarter-century of drugs, sex, and haute cuisine—now with all-new, never-before-published material",2007.0,4.06,312.0,168706.0,"['biography', 'autobiography']"
9780060906825,0060906820,dream & the underwor,,['james hillman'],http://books.google.com/books/content?id=-vMpuwPRVFsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In a deepening of the thinking begun in The Myth of Analysis and Re-Visioning Psychology, James Hillman develops the first new view of dreams since Freud and Jung.",1979.0,4.23,256.0,709.0,['psychology']
9780060913076,006091307X,the crying of lot 49,,['thomas pynchon'],http://books.google.com/books/content?id=njOBt0OWKOQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The highly original satire about Oedipa Maas, a woman who finds herself enmeshed in a worldwide conspiracy, meets some extremely interesting characters, and attains a not inconsiderable amount of self knowledge.",1966.0,3.7,152.0,54061.0,['fiction']
9780060915186,0060915188,an american childhood,,['annie dillard'],http://books.google.com/books/content?id=tRihTvnOM-gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A book that instantly captured the hearts of readers across the country, An American Childhood is Pulitzer Prize-winning author Annie Dillard's poignant, vivid memoir of growing up in Pittsburgh in the 1950s.",1988.0,3.91,255.0,7086.0,"['biography', 'autobiography']"
9780060916466,006091646X,the dance of intimacy,a woman's guide to courageous acts of change in key relationships,['harriet lerner'],http://books.google.com/books/content?id=tTKc8Aw-GFUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In The Dance of Intimacy, the bestselling author of The Dance of Anger outlines the steps to take so that good relationships can be strengthened and difficult ones can be healed. Taking a careful look at those relationships where intimacy is most challenged--by distance, intensity, or pain--she teaches us about the specific changes we can make to achieve a more solid sense of self and a more intimate connectedness with others. Combining clear advice with vivid case examples, Dr. Lerner offers us the most solid, helpful book on intimate relationships that both women and men may ever encounter.",1990.0,4.06,255.0,7128.0,['psychology']
9780060916497,0060916494,tell my horse,voodoo and life in haiti and jamaica,['zora neale hurston'],http://books.google.com/books/content?id=CgolTH6AR8gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The author recounts her experiences as an initiate into the voodoo practices of Haiti and Jamaica in the 1930s,1990.0,3.97,311.0,1380.0,['fiction']
9780060916817,0060916818,the chaneysville incident,,['david bradley'],http://books.google.com/books/content?id=zYOcrhUIRX4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The legends say something happened in Chaneysville. The Chaneysville Incident is the powerful story of one man's obsession with discovering what that something was--a quest that takes the brilliant and bitter young black historian John Washington back through the secrets and buried evil of his heritage. Returning home to care for and then bury his father's closest friend and his own guardian, Old Jack Crawley, he comes upon the scant records of his family's proud and tragic history, which he drives himself to reconstruct and accept. This is the story of John's relationship with his family, the town, and the woman he loves; and also between the past and the present, between oppression and guilt, hate and violence, love and acceptance.",1990.0,3.96,448.0,650.0,['history']
9780060920081,0060920084,the lost continent,travels in small town america,['bill bryson'],http://books.google.com/books/content?id=3139wFo58H4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,An unsparing and hilarious account of one man's rediscovery of America and his search for the perfect small town.,1990.0,3.83,299.0,43779.0,['travel']
9780060921088,0060921080,declarations of independence,cross-examining american ideology,['howard zinn'],http://books.google.com/books/content?id=f1wmvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,The acclaimed author of A People's History of the United States presents an honest and piercing look at American political ideology.,1991.0,4.26,341.0,720.0,"['political', 'science', 'political science']"
